Year,Month,Day,TSU,EQ,Name,Location,Country,Latitude,Longitude,Elevation,Type,Status,Time,VEI,Agent,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION
1669,3.0,11.0,,EQ,Etna,Italy,Italy,37.734,15.004000000000001,3350,Stratovolcano,Historical,D1,3.0,,,3.0,,,,,,,,,,3.0,,,,,,,,
1669,3.0,19.0,,,Etna,Italy,Italy,37.734,15.004000000000001,3350,Stratovolcano,Historical,D1,3.0,L,2.0,1.0,,,5.0,1.0,,,,,2.0,1.0,,,5.0,1.0,,,,
1670,,,,,Aoba,Vanuatu-SW Pacific,Vanuatu,-15.4,167.83,1496,Shield volcano,Historical,D1,2.0,L,,3.0,,,,,,,,,,3.0,,,,,,,,
1672,4.0,24.0,,,Fayal,Azores,Portugal,38.6,-28.73,1043,Stratovolcano,Historical,D2,2.0,,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
1672,8.0,4.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,3.0,P,3000.0,4.0,,,,,,,,,3000.0,4.0,,,,,,,,
1673,5.0,20.0,TSU,,Gamkonora,Halmahera-Indonesia,Indonesia,1.375,127.52,1635,Stratovolcano,Historical,D1,5.0,W,,,,,,,,1.0,,1.0,,3.0,,,,,,1.0,,1.0
1677,11.0,22.0,,,La Palma,Canary Is,Spain,28.58,-17.83,2426,Stratovolcano,Historical,D1,2.0,G,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1679,9.0,21.0,,EQ,Zukur,Red Sea,Yemen,14.02,42.75,624,Shield volcano,Holocene,U,,,,,,,,,,,,,,,,,,,,,,
1682,8.0,12.0,,,Vesuvius,Italy,Italy,40.821,14.425999999999998,1281,Complex volcano,Historical,D2,3.0,,4.0,1.0,,,,,,,,,4.0,1.0,,,,,,,,
1684,12.0,,,,Grimsvotn,Iceland-NE,Iceland,64.42,-17.33,1725,Caldera,Historical,D1,2.0,F,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1690,2.0,3.0,TSU,,Vesuvius,Italy,Italy,40.821,14.425999999999998,1281,Complex volcano,Historical,D2,,,,,,,,,,,,,,,,,,,,,,
1690,,,,,Guntur,Java,Indonesia,-7.13,107.83,2249,Complex volcano,Historical,D3,3.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1692,6.0,4.0,,,Serua,Banda Sea,Pacific Ocean,-6.3,130.0,641,Stratovolcano,Historical,D2,4.0,L,,2.0,,,,,,,,,,2.0,,,,,,,,
1693,1.0,9.0,,EQ,Etna,Italy,Italy,37.734,15.004000000000001,3350,Stratovolcano,Historical,D1,,,,,,,,,,,,,,,,,,,,,,
1693,2.0,13.0,TSU,,Hekla,Iceland-S,Iceland,63.98,-19.7,1491,Stratovolcano,Historical,D1,4.0,,,,,,,,,,,,,,,,,,,,,
1694,11.0,20.0,,,Banda Api,Banda Sea,Pacific Ocean,-4.525,129.871,640,Caldera,Historical,D1,3.0,,,2.0,,,,,,,,,,2.0,,,,,,,,
1698,5.0,,TSU,,Vesuvius,Italy,Italy,40.821,14.425999999999998,1281,Complex volcano,Historical,D2,3.0,,,,,,,,,,,,,,,,,,,,,
1698,,,,,Cotopaxi,Ecuador,Ecuador,-0.677,-78.436,5911,Stratovolcano,Historical,D2,3.0,M,,2.0,,,,,,,,,,2.0,,,,,,,,
1698,,,,,Cereme,Java,Indonesia,-6.892,108.4,3078,Stratovolcano,Historical,D2,3.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1706,5.0,5.0,TSU,,Tenerife,Canary Is,Spain,28.271,-16.641,3715,Stratovolcano,Historical,D2,2.0,,,,,,,,,3.0,,,,,,,,,,3.0,,
1707,5.0,,TSU,,Santorini,Greece,Greece,36.404,25.396,329,Shield volcano,Historical,D2,,,,,,,,,,,,,,,,,,,,,,
1707,12.0,16.0,,EQ,Fuji,Honshu-Japan,Japan,35.35,138.73,3776,Stratovolcano,Historical,D4,4.0,,,1.0,,,,,,1.0,75.0,1.0,,1.0,,,,,,1.0,75.0,1.0
1711,12.0,11.0,,,Awu,Sangihe Is-Indonesia,Indonesia,3.67,125.5,1320,Stratovolcano,Historical,D1,3.0,P,3000.0,4.0,,,,,,,,,3000.0,4.0,,,,,,,,
1712,1.0,15.0,,,Bardarbunga,Iceland-NE,Iceland,64.63,-17.53,2000,Stratovolcano,Historical,D2,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1714,6.0,30.0,TSU,,Vesuvius,Italy,Italy,40.821,14.425999999999998,1281,Complex volcano,Historical,D2,,,,,,,,,,,,,,,,,,,,,,
1716,7.0,20.0,,,Kelut,Java,Indonesia,-7.93,112.30799999999999,1731,Stratovolcano,Historical,D1,2.0,M,,1.0,,,,,,,,,,1.0,,,,,,,,
1716,9.0,24.0,TSU,EQ,Taal,Luzon-Philippines,Philippines,14.002,120.993,400,Stratovolcano,Historical,D1,4.0,,,1.0,,,,,,,,,,1.0,,,,,,3.0,,3.0
1716,10.0,5.0,,,Bardarbunga,Iceland-NE,Iceland,64.63,-17.53,2000,Stratovolcano,Historical,D2,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1716,11.0,9.0,,,Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,Historical,D1,3.0,,1.0,1.0,,,31.0,1.0,,,,,1.0,1.0,,,31.0,1.0,,,,
1717,2.0,7.0,,,Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,Historical,D1,3.0,,1.0,1.0,,,30.0,1.0,,,,,1.0,1.0,,,30.0,1.0,,,,
1717,8.0,4.0,,,Bardarbunga,Iceland-NE,Iceland,64.63,-17.53,2000,Stratovolcano,Historical,D2,3.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1717,8.0,27.0,,,Fuego,Guatemala,Guatemala,14.472999999999999,-90.88,3763,Stratovolcano,Historical,D1,3.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1718,2.0,1.0,,,Pico,Azores,Portugal,38.47,-28.4,2351,Stratovolcano,Historical,D4,2.0,,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1721,5.0,11.0,,,Katla,Iceland-S,Iceland,63.63,-19.05,1512,Subglacial volcano,Historical,D2,5.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1721,6.0,22.0,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,Historical,D1,1.0,T,15.0,1.0,,,,,,,,,15.0,1.0,,,,,,,,
1726,2.0,1.0,,,Bardarbunga,Iceland-NE,Iceland,64.63,-17.53,2000,Stratovolcano,Historical,D2,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1727,8.0,3.0,,,Oraefajokull,Iceland-SE,Iceland,64.0,-16.65,2119,Stratovolcano,Historical,D4,4.0,F,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
1729,2.0,1.0,,,Bardarbunga,Iceland-NE,Iceland,64.63,-17.53,2000,Stratovolcano,Historical,D2,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1729,6.0,30.0,,,Krafla,Iceland-NE,Iceland,65.73,-16.78,650,Caldera,Historical,D1,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1730,9.0,1.0,,,Lanzarote,Canary Is,Spain,29.03,-13.63,670,Fissure vent,Historical,D3,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1730,,,,,Tseax River Cone,Canada,Canada,55.12,-128.9,609,Pyroclastic cone,Radiocarbon,D4,,G,,1.0,,,,,,,,,,1.0,,,,,,,,
1730,,,,,Raung,Java,Indonesia,-8.125,114.042,3332,Stratovolcano,Historical,D1,3.0,"M,T",,2.0,,,,,,,,,,2.0,,,,,,,,
1737,5.0,20.0,,,Vesuvius,Italy,Italy,40.821,14.425999999999998,1281,Complex volcano,Historical,D2,2.0,T,2.0,1.0,,,,,,2.0,,,2.0,1.0,,,,,,2.0,,
1741,8.0,23.0,TSU,,Oshima-Oshima,Hokkaido-Japan,Japan,41.5,139.37,737,Stratovolcano,Historical,D4,4.0,"W,S",,,,,,,,,,,2000.0,4.0,,,,,,3.0,871.0,3.0
1742,6.0,15.0,,,Cotopaxi,Ecuador,Ecuador,-0.677,-78.436,5911,Stratovolcano,Historical,D2,3.0,M,,3.0,,,,,,3.0,,,,3.0,,,,,,3.0,,
1742,12.0,9.0,,,Cotopaxi,Ecuador,Ecuador,-0.677,-78.436,5911,Stratovolcano,Historical,D2,3.0,M,,3.0,,,,,,3.0,,,,3.0,,,,,,3.0,,
1749,8.0,11.0,TSU,EQ,Taal,Luzon-Philippines,Philippines,14.002,120.993,400,Stratovolcano,Historical,D1,3.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,3.0,,3.0
1753,10.0,15.0,,,Grimsvotn,Iceland-NE,Iceland,64.42,-17.33,1725,Caldera,Historical,D1,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1754,5.0,13.0,TSU,EQ,Taal,Luzon-Philippines,Philippines,14.002,120.993,400,Stratovolcano,Historical,D1,4.0,"W,T",12.0,1.0,,,,,,4.0,,4.0,12.0,1.0,,,,,,4.0,,4.0
1755,10.0,17.0,,,Katla,Iceland-S,Iceland,63.63,-19.05,1512,Subglacial volcano,Historical,D2,4.0,E,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1757,7.0,9.0,,EQ,San Jorge,Azores,Portugal,38.65,-28.08,1053,Fissure vent,Historical,D2,0.0,S,,,,,,,,,,,1053.0,4.0,,,,,,3.0,,4.0
1760,,,,,Makian,Halmahera-Indonesia,Indonesia,0.32,127.4,1357,Stratovolcano,Historical,D1,4.0,M,2000.0,4.0,,,,,,,,,2000.0,4.0,,,,,,,,
1762,,,,,Kliuchevskoi,Kamchatka,Russia,56.056999999999995,160.638,4835,Stratovolcano,Historical,D1,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1766,4.0,5.0,,,Hekla,Iceland-S,Iceland,63.98,-19.7,1491,Stratovolcano,Historical,D1,4.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1766,7.0,20.0,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,3.0,m,49.0,1.0,,,,,,,,,49.0,1.0,,,,,,,,
1768,4.0,4.0,,,Cotopaxi,Ecuador,Ecuador,-0.677,-78.436,5911,Stratovolcano,Historical,D2,4.0,M,,3.0,,,,,,3.0,,,,3.0,,,,,,3.0,,
1772,5.0,9.0,TSU,,Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.325,1715,Stratovolcano,Historical,D1,3.0,T,35.0,1.0,,,,,,,,,35.0,1.0,,,,,,,,
1772,8.0,12.0,,,Papandayan,Java,Indonesia,-7.32,107.73,2665,Stratovolcano,Historical,D2,3.0,A,2957.0,4.0,,,,,,,,3.0,2957.0,4.0,,,,,,,,3.0
1773,2.0,2.0,,,Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.325,1715,Stratovolcano,Historical,D1,2.0,I,,2.0,,,,,,,,,,2.0,,,,,,,,
1775,,,,,Lokon-Empung,Sulawesi-Indonesia,Indonesia,1.358,124.792,1580,Stratovolcano,Historical,D1,3.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1775,,,,,Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.325,1715,Stratovolcano,Historical,D1,3.0,"P,I",1300.0,4.0,,,,,,,,,1300.0,4.0,,,,,,,,
1778,,,,,Raikoke,Kuril Is,Russia,48.292,153.25,551,Stratovolcano,Historical,D2,4.0,T,15.0,1.0,,,,,,,,,15.0,1.0,,,,,,,,
1779,8.0,8.0,,,Vesuvius,Italy,Italy,40.821,14.425999999999998,1281,Complex volcano,Historical,D2,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1779,11.0,8.0,,,Sakura-jima,Kyushu-Japan,Japan,31.58,130.67,1117,Stratovolcano,Historical,D1,4.0,"T,W,I",153.0,3.0,,,,,,,,,153.0,3.0,,,,,,,,
1780,2.0,9.0,,,Sakura-jima,Kyushu-Japan,Japan,31.58,130.67,1117,Stratovolcano,Historical,D1,4.0,F,,3.0,,,,,,,,,,3.0,,,,,,,,
1780,7.0,27.0,,,Aoga-shima,Izu Is-Japan,Japan,32.45,139.77,423,Stratovolcano,Historical,D4,3.0,,7.0,1.0,,,,,,,,1.0,7.0,1.0,,,,,,,,1.0
1780,9.0,9.0,TSU,,Sakura-jima,Kyushu-Japan,Japan,31.58,130.67,1117,Stratovolcano,Historical,D1,4.0,,,,,,,,,,,,,,,,,,,,,
1780,10.0,31.0,TSU,,Sakura-jima,Kyushu-Japan,Japan,31.58,130.67,1117,Stratovolcano,Historical,D1,,,,,,,,,,,,,,,,,,,,,,
1781,4.0,11.0,TSU,,Sakura-jima,Kyushu-Japan,Japan,31.58,130.67,1117,Stratovolcano,Historical,D1,4.0,W,23.0,1.0,,,,,,,,,38.0,1.0,,,,,,1.0,,
1783,8.0,5.0,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,Historical,D1,4.0,"F,P,I",1491.0,4.0,,,,,,,,,1491.0,4.0,,,,,,,,
1784,4.0,,,,Grimsvotn,Iceland-NE,Iceland,64.42,-17.33,1725,Caldera,Historical,D1,4.0,I,,,,,,,,,,,9350.0,4.0,,,,,,,,
1784,7.0,,,,Sabancaya,Peru,Peru,-15.78,-71.85,5967,Stratovolcano,Historical,D1,,,,,,,,,,1.0,,,,,,,,,,1.0,,
1784,,,,,Hualalai,Hawaiian Is,United States,19.692,-155.87,2523,Shield volcano,Historical,D3,0.0,L,,1.0,,,,,,,,,,1.0,,,,,,,,
1785,4.0,18.0,,,Aoga-shima,Izu Is-Japan,Japan,32.45,139.77,423,Stratovolcano,Historical,D4,3.0,,135.0,3.0,,,,,,,,,135.0,3.0,,,,,,,,
1786,,,,,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,Historical,D1,2.0,A,38.0,1.0,,,,,,,,2.0,38.0,1.0,,,,,,,,2.0
1789,,,,,Oshima,Izu Is-Japan,Japan,34.73,139.38,758,Stratovolcano,Historical,D1,2.0,T,,1.0,,,,,,,,,,1.0,,,,,,,,
1790,11.0,,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,Historical,D1,4.0,P,5405.0,4.0,,,,,,,,,5405.0,4.0,,,,,,,,
1792,5.0,21.0,TSU,EQ,Unzen,Kyushu-Japan,Japan,32.75,130.3,1500,Complex volcano,Historical,D1,2.0,"W,A",,1.0,,,,,,,,,15000.0,4.0,,,707.0,3.0,,4.0,6200.0,4.0
1794,6.0,15.0,,,Vesuvius,Italy,Italy,40.821,14.425999999999998,1281,Complex volcano,Historical,D2,3.0,"M,L,T,G",400.0,3.0,,,,,,3.0,,,400.0,3.0,,,,,,3.0,,
1800,6.0,24.0,,,San Jorge,Azores,Portugal,38.65,-28.08,1053,Fissure vent,Historical,D2,1.0,L,9.0,1.0,,,,,,,,,9.0,1.0,,,,,,,,
1800,10.0,8.0,,,Guntur,Java,Indonesia,-7.13,107.83,2249,Complex volcano,Historical,D3,,M,,3.0,,,,,,,,,,3.0,,,,,,,,
1800,10.0,30.0,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1800,,,,,St. Helens,US-Washington,United States,46.2,-122.18,2549,Stratovolcano,Historical,D1,5.0,I,,3.0,,,,,,,,,,3.0,,,,,,,,
1800,,,,,Hualalai,Hawaiian Is,United States,19.692,-155.87,2523,Shield volcano,Historical,D3,0.0,L,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1800,,,,,Kieyo,Africa-E,Tanzania,-9.23,33.78,2175,Stratovolcano,Historical,D3,2.0,L,,3.0,,,,,,3.0,,,,3.0,,,,,,3.0,,
1801,7.0,,,,Chokai,Honshu-Japan,Japan,39.08,140.03,2237,Stratovolcano,Historical,D1,2.0,T,8.0,1.0,,,,,,,,,8.0,1.0,,,,,,,,
1803,7.0,4.0,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,Historical,D1,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1803,11.0,7.0,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,Historical,D1,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1804,,,,,Shikotsu,Hokkaido-Japan,Japan,42.7,141.33,1320,Caldera,Historical,D1,3.0,,,3.0,,,,,,,,,,3.0,,,,,,,,
1805,8.0,11.0,,,Vesuvius,Italy,Italy,40.821,14.425999999999998,1281,Complex volcano,Historical,D2,2.0,,4.0,1.0,,,,,,,,,4.0,1.0,,,,,,,,
1812,4.0,27.0,,,Soufriere St. Vincent,W Indies,St. Vincent & the Grenadines,13.33,-61.18,1220,Stratovolcano,Historical,D1,4.0,"T, m",56.0,2.0,,,,,,,,,56.0,2.0,,,,,,,,
1812,8.0,6.0,,,Awu,Sangihe Is-Indonesia,Indonesia,3.67,125.5,1320,Stratovolcano,Historical,D1,3.0,"P,M",953.0,3.0,,,,,,,,,953.0,3.0,,,,,,,,
1813,5.0,,TSU,,Vesuvius,Italy,Italy,40.821,14.425999999999998,1281,Complex volcano,Historical,D2,2.0,,,,,,,,,,,,,,,,,,,,,
1814,2.0,1.0,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,4.0,"P,M,E",1200.0,4.0,,,,,,3.0,,3.0,1200.0,4.0,,,,,,3.0,,3.0
1815,4.0,10.0,TSU,,Tambora,Lesser Sunda Is,Indonesia,-8.25,118.0,2850,Stratovolcano,Historical,D1,7.0,"P,W,A,I",11000.0,4.0,,,,4.0,,4.0,,4.0,60000.0,4.0,,,,4.0,,4.0,,4.0
1816,7.0,5.0,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,Historical,D1,2.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1817,1.0,24.0,,,Ijen,Java,Indonesia,-8.058,114.242,2799,Stratovolcano,Historical,D1,2.0,M,,2.0,,,,,,,90.0,2.0,,2.0,,,,,,,90.0,2.0
1817,,,,,Raung,Java,Indonesia,-8.125,114.042,3332,Stratovolcano,Historical,D1,4.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1818,2.0,5.0,,,Colima,Mexico,Mexico,19.514,-103.62,3850,Stratovolcano,Historical,D1,4.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1819,,,TSU,,Asuncion,Mariana Is-C Pacific,United States,19.67,145.4,857,Stratovolcano,Historical,D2,,,,,,,,,,,,,,,,,,,,,,
1820,3.0,1.0,TSU,EQ,Westdahl,Aleutian Is,United States,54.52,-164.65,1654,Stratovolcano,Historical,D1,2.0,,,,,,,,,,,,,,,,,,,,,
1820,6.0,11.0,,,Banda Api,Banda Sea,Pacific Ocean,-4.525,129.871,640,Caldera,Historical,D1,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1822,3.0,9.0,,,Usu,Hokkaido-Japan,Japan,42.53,140.83,731,Stratovolcano,Historical,D1,4.0,P,50.0,1.0,,,53.0,2.0,,,,2.0,50.0,1.0,,,53.0,2.0,,,,2.0
1822,10.0,8.0,,,Galunggung,Java,Indonesia,-7.25,108.05,2168,Stratovolcano,Historical,D1,5.0,"P,M",4011.0,4.0,,,,,,3.0,,3.0,4011.0,4.0,,,,,,3.0,,3.0
1822,12.0,27.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,3.0,,100.0,2.0,,,,2.0,,3.0,,3.0,100.0,2.0,,,,2.0,,3.0,,3.0
1823,2.0,,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,Historical,D1,0.0,L,,1.0,,,,,,,,,,1.0,,,,,,,,
1824,,,,,Shishaldin,Aleutian Is,United States,54.75,-163.97,2857,Stratovolcano,Historical,D1,3.0,,,,,,,,,,,,,,,,,,,,,
1825,,,,,Balbi,Bougainville-SW Paci,Papua New Guinea,-5.83,154.98,2715,Stratovolcano,Holocene,U,,P,,3.0,,,,,,,,,,3.0,,,,,,,,
1826,10.0,11.0,,,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,Historical,D1,2.0,,,2.0,,,,,,,,,,2.0,,,,,,,,
1826,10.0,11.0,,,Kelut,Java,Indonesia,-7.93,112.30799999999999,1731,Stratovolcano,Historical,D1,3.0,M,,1.0,,,65.0,2.0,,3.0,,3.0,,1.0,,,65.0,2.0,,3.0,,3.0
1826,10.0,,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,Historical,D1,2.0,T,,3.0,,,,,,,,,,3.0,,,,,,,,
1827,6.0,27.0,TSU,EQ,Avachinsky,Kamchatka,Russia,53.255,158.83,2741,Stratovolcano,Historical,D1,2.0,,,,,,,,,,,,,,,,,,,,,
1827,8.0,9.0,,,Avachinsky,Kamchatka,Russia,53.255,158.83,2741,Stratovolcano,Historical,D1,2.0,,,,,,,,,,,,,,,,,,,,,
1829,,,,,Guntur,Java,Indonesia,-7.13,107.83,2249,Complex volcano,Historical,D3,2.0,,,3.0,,,,,,,,,,3.0,,,,,,,,
1832,11.0,1.0,,,Etna,Italy,Italy,37.734,15.004000000000001,3350,Stratovolcano,Historical,D1,2.0,L,,2.0,,,,,,,,,,2.0,,,,,,,,
1832,12.0,25.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,3.0,,32.0,1.0,,,,,,,,2.0,32.0,1.0,,,,,,,,2.0
1833,11.0,24.0,,,Kaba,Sumatra,Indonesia,-3.52,102.62,1952,Stratovolcano,Historical,D2,2.0,M,126.0,3.0,,,,,,,,,126.0,3.0,,,,,,,,
1835,1.0,20.0,,,Cosiguina,Nicaragua,Nicaragua,12.98,-87.57,872,Stratovolcano,Historical,D3,5.0,"G,I",,1.0,,,,,,,,,,1.0,,,,,,,,
1835,11.0,1.0,,,Banda Api,Banda Sea,Pacific Ocean,-4.525,129.871,640,Caldera,Historical,D1,,,,3.0,,,,,,2.0,,2.0,,3.0,,,,,,2.0,,2.0
1837,9.0,,TSU,EQ,Peuet Sague,Sumatra,Indonesia,4.914,96.329,2801,Complex volcano,Historical,D1,,,,,,,,,,,,,,,,,,,,,,
1838,2.0,26.0,,,Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.325,1715,Stratovolcano,Historical,D1,2.0,T,4.0,1.0,,,,,,,,,4.0,1.0,,,,,,,,
1839,2.0,12.0,TSU,,Unnamed,Chile-Is,Chile,-33.62,-76.83,-642,Submarine volcano,Uncertain,Unknown,2.0,,,,,,,,,,,,,,,,,,,,,
1840,2.0,2.0,TSU,EQ,Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.325,1715,Stratovolcano,Historical,D1,2.0,,,,,,,,,,,,,,,,,,,,,
1840,5.0,30.0,TSU,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,Historical,D1,0.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1840,7.0,2.0,,,Ararat,Turkey,Turkey,39.7,44.28,5165,Stratovolcano,Holocene,U,3.0,P,1900.0,4.0,,,,,,,,,1900.0,4.0,,,,,,,,
1840,,,,,Savo,Solomon Is-SW Pacifi,Solomon Is.,-9.13,159.82,510,Stratovolcano,Historical,D3,3.0,P,,3.0,,,,,,,,,,3.0,,,,,,,,
1840,,,,,Tinakula,Santa Cruz Is-SW Pac,Solomon Is.,-10.38,165.8,851,Stratovolcano,Historical,D1,3.0,P,,3.0,,,,,,,,,,3.0,,,,,,,,
1841,4.0,,,,Kuchinoerabu-jima,Ryukyu Is,Japan,30.43,130.22,649,Stratovolcano,Historical,D1,2.0,T,,,,,,,,2.0,,2.0,,,,,,,,2.0,,2.0
1843,2.0,8.0,TSU,,Liamuiga,W Indies,St. Kitts & Nevis,17.37,-62.8,1156,Stratovolcano,Radiocarbon,D6,0.0,,,,,,,,,,,,,,,,,,,,,
1843,2.0,17.0,TSU,,Soufriere Guadeloupe,W Indies,Guadeloupe,16.05,-61.67,1467,Stratovolcano,Historical,D1,,,,,,,,,,,,,,,,,,,,,,
1843,8.0,,,,Lamongan,Java,Indonesia,-8.0,113.34200000000001,1651,Stratovolcano,Historical,D3,2.0,,4.0,1.0,,,,,,,,,4.0,1.0,,,,,,,,
1843,11.0,17.0,,,Etna,Italy,Italy,37.734,15.004000000000001,3350,Stratovolcano,Historical,D1,2.0,L,56.0,2.0,,,,2.0,,,,,56.0,2.0,,,,2.0,,,,
1845,2.0,8.0,TSU,EQ,Soputan,Sulawesi-Indonesia,Indonesia,1.1079999999999999,124.725,1784,Stratovolcano,Historical,D1,2.0,,,,,,,,,,,,118.0,3.0,,,,,,2.0,,3.0
1845,2.0,19.0,,,Ruiz,Colombia,Colombia,4.895,-75.322,5321,Stratovolcano,Historical,D1,3.0,M,1000.0,3.0,,,,,,,,,1000.0,3.0,,,,,,,,
1845,9.0,2.0,,,Hekla,Iceland-S,Iceland,63.98,-19.7,1491,Stratovolcano,Historical,D1,4.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1846,5.0,7.0,,,Taupo,New Zealand,New Zealand,-38.82,176.0,760,Caldera,Radiocarbon,D6,,m,63.0,2.0,,,,,,,,,63.0,2.0,,,,,,,,
1846,5.0,27.0,,,Tangkubanparahu,Java,Indonesia,-6.77,107.6,2084,Stratovolcano,Historical,D1,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1846,11.0,18.0,,,E-san,Hokkaido-Japan,Japan,41.8,141.17,618,Stratovolcano,Historical,D3,1.0,M,,3.0,,,,,,,,,,3.0,,,,,,,,
1847,4.0,9.0,,,Fogo,Cape Verde Is,Cape Verde,14.95,-24.35,2829,Stratovolcano,Historical,D1,2.0,S,,1.0,,,,,,,,,,1.0,,,,,,,,
1847,12.0,4.0,,,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,Historical,D1,2.0,,,2.0,,,,,,,,,,2.0,,,,,,,,
1848,5.0,16.0,,,Kelut,Java,Indonesia,-7.93,112.30799999999999,1731,Stratovolcano,Historical,D1,2.0,M,21.0,1.0,,,,,,,800.0,3.0,21.0,1.0,,,,,,,800.0,3.0
1850,,,,,Rabaul,New Britain-SW Pac,Papua New Guinea,-4.271,152.203,688,Pyroclastic shield,Historical,D1,2.0,T,,3.0,,,,,,,,,,3.0,,,,,,,,
1853,6.0,24.0,,,Niuafo'ou,Tonga-SW Pacific,Tonga,-15.6,-175.63,260,Shield volcano,Historical,D1,0.0,L,25.0,1.0,,,,,,,,,25.0,1.0,,,,,,,,
1853,7.0,13.0,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,3.0,P,34.0,1.0,,,,,,,,1.0,34.0,1.0,,,,,,,,1.0
1853,10.0,29.0,TSU,,Unnamed,Taiwan-E of,Taiwan,24.0,121.83,0,Submarine volcano,Historical,D3,2.0,,,,,,,,,,,,,,,,,,,,,
